InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
41_LARNWICK_8726,41,8726,Baileys Irish Cream,50mL,3960,DIAGEO NORTH AMERICA INC   ,12149,2024-09-18,2024-09-29,2024-10-08,2024-11-07,1.43,13,18.59,1
53_HILLFAR_5364,53,5364,Kahlua,1.75L,17035,PERNOD RICARD USA          ,12475,2024-10-05,2024-10-12,2024-10-25,2024-11-22,23.07,5,115.35,1
7_STANMORE_26817,7,26817,Ravenswood Vntrs Blnd Merlot,750mL,1392,CONSTELLATION BRANDS INC   ,8522,2024-01-18,2024-01-26,2024-02-03,2024-03-14,5.47,36,196.92,2
10_HORNSEY_7423,10,7423,Manischewitz Concord Kosher,1.5L,1392,CONSTELLATION BRANDS INC   ,12260,2024-09-23,2024-10-01,2024-10-08,2024-11-13,5.47,6,32.82,2
66_EANVERNESS_27817,66,27817,Clos Pegase Carneros Chard,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,9445,2024-03-21,2024-03-30,2024-04-11,2024-05-13,10.95,11,120.45,2
22_SHARNWICK_5018,22,5018,E&J Apple Brandy,50mL,3252,E & J GALLO WINERY         ,10396,2024-05-26,2024-06-02,2024-06-10,2024-07-10,0.76,120,91.2,1
28_LARNWICK_6524,28,6524,Rosemount Diamond Shiraz,750mL,4425,MARTIGNETTI COMPANIES,8917,2024-02-14,2024-02-22,2024-02-29,2024-04-15,4.57,72,329.04,2
66_EANVERNESS_3913,66,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,11883,2024-08-31,2024-09-05,2024-09-14,2024-10-30,14.28,13,185.64,1
59_CLAETHORPES_3794,59,3794,Cabo Wabo Reposado Tequila,750mL,11567,CAMPARI AMERICA            ,10097,2024-05-06,2024-05-11,2024-05-21,2024-06-22,27.77,6,166.62,1
56_BEGGAR'S HOLE_3102,56,3102,Smirnoff Traveler,1.75L,3960,DIAGEO NORTH AMERICA INC   ,10754,2024-06-20,2024-06-28,2024-07-10,2024-08-20,12.94,29,375.26,1
38_GOULCREST_3790,38,3790,Don Julio Blanco Tequila,750mL,3960,DIAGEO NORTH AMERICA INC   ,11191,2024-07-14,2024-07-20,2024-08-01,2024-09-07,35.65,6,213.9,1
30_CULCHETH_6937,30,6937,Cavit Pinot Grigio,1.5L,6785,PALM BAY INTERNATIONAL INC ,13382,2024-12-06,2024-12-15,2024-12-26,2025-01-27,6.75,17,114.75,2
5_SUTTON_3826,5,3826,Skyy Vodka,1.75L,11567,CAMPARI AMERICA            ,8839,2024-02-09,2024-02-19,2024-02-27,2024-04-10,15.74,5,78.7,1
57_LANTEGLOS_5626,57,5626,Baja Luna Black Raspberry,750mL,8004,SAZERAC CO INC             ,9594,2024-03-31,2024-04-04,2024-04-15,2024-05-12,7.35,12,88.2,1
52_GRAYCOTT_2757,52,2757,Johnnie Walker Red Label,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8966,2024-02-17,2024-02-26,2024-03-07,2024-04-11,22.38,12,268.56,1
62_KILMARNOCK_6523,62,6523,Franzia Burgundy Tap Red,5L,9815,WINE GROUP INC             ,8401,2024-01-08,2024-01-13,2024-01-19,2024-03-03,10.06,4,40.24,2
15_WANBORNE_3512,15,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,9605,2024-04-01,2024-04-08,2024-04-17,2024-05-20,11.76,42,493.92,1
68_SOLARIS_3348,68,3348,Bombay Sapphire Gin,1.75L,480,BACARDI USA INC            ,13539,2024-12-16,2024-12-20,2024-12-28,2025-02-12,22.38,4,89.52,1
56_BEGGAR'S HOLE_24995,56,24995,Roth Est Svgn Bl Alex Vly,750mL,4425,MARTIGNETTI COMPANIES,9682,2024-04-06,2024-04-14,2024-04-21,2024-05-31,5.47,12,65.64,2
69_MOUNTMEND_1231,69,1231,Jack Daniels No 7 Black,375mL,1128,BROWN-FORMAN CORP          ,12076,2024-09-13,2024-09-19,2024-09-29,2024-11-10,9.48,2,18.96,1
73_DONCASTER_17011,73,17011,La Maialina Gertrude Red,750mL,10754,PERFECTA WINES             ,9755,2024-04-12,2024-04-21,2024-05-02,2024-06-04,9.2,11,101.2,2
44_PORTHCRAWL_3612,44,3612,Taaka Vodka,1.75L,8004,SAZERAC CO INC             ,10109,2024-05-06,2024-05-12,2024-05-23,2024-06-25,6.81,10,68.1,1
71_CLARCTON_3802,71,3802,Three Olives Vodka,1.75L,7245,PROXIMO SPIRITS INC.       ,8595,2024-01-22,2024-01-28,2024-02-09,2024-03-13,13.43,53,711.79,1
75_BARNCOMBE_4783,75,4783,Mr Boston Apricot Brandy,1.75L,660,SAZERAC NORTH AMERICA INC. ,13094,2024-11-16,2024-11-25,2024-12-06,2024-12-31,8.88,4,35.52,1
66_EANVERNESS_33874,66,33874,Bella Sera Pinot Grigio Del,1.5L,3252,E & J GALLO WINERY         ,13321,2024-12-02,2024-12-08,2024-12-19,2025-01-27,6.62,6,39.72,2
66_EANVERNESS_35414,66,35414,Yellow Tail Shiraz Ausl,1.5L,4425,MARTIGNETTI COMPANIES,11166,2024-07-12,2024-07-19,2024-07-29,2024-09-10,6.13,6,36.78,2
66_EANVERNESS_408,66,408,Wild Turkey American Honey,750mL,11567,CAMPARI AMERICA            ,9506,2024-03-25,2024-03-30,2024-04-06,2024-05-12,12.97,12,155.64,1
15_WANBORNE_25522,15,25522,Sutter Home Clsc Cab Svgn,187mL 4 Pk,8892,TRINCHERO FAMILY ESTATES   ,8774,2024-02-03,2024-02-09,2024-02-17,2024-03-18,4.1,2,8.2,2
55_DRY GULCH_3769,55,3769,Jenkins Vodka,1.75L,9552,M S WALKER INC             ,12560,2024-10-11,2024-10-19,2024-10-25,2024-12-07,7.02,6,42.12,1
55_DRY GULCH_6420,55,6420,R M Woodbridge Chard Cal,750mL,1392,CONSTELLATION BRANDS INC   ,10986,2024-06-30,2024-07-05,2024-07-17,2024-08-27,3.18,10,31.8,2
68_SOLARIS_10032,68,10032,J Lohr October Night Chard,750mL,4425,MARTIGNETTI COMPANIES,13362,2024-12-05,2024-12-13,2024-12-26,2025-01-23,13.33,12,159.96,2
38_GOULCREST_19150,38,19150,Esclans Whispering Angel Ros,750mL,8320,SHAW ROSS INT L IMP LTD    ,12582,2024-10-12,2024-10-18,2024-10-30,2024-12-10,14.66,9,131.94,2
76_DONCASTER_8358,76,8358,Bacardi 151 Proof,750mL,480,BACARDI USA INC            ,9738,2024-04-11,2024-04-21,2024-04-30,2024-05-26,14.49,12,173.88,1
73_DONCASTER_4317,73,4317,Pyrat XO Reserve Rum,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,10344,2024-05-22,2024-05-31,2024-06-12,2024-07-23,23.73,6,142.38,1
20_BREDWARDINE_8068,20,8068,Absolut 80 Proof,1.75L,17035,PERNOD RICARD USA          ,8866,2024-02-10,2024-02-15,2024-02-26,2024-04-05,18.24,11,200.64,1
15_WANBORNE_8517,15,8517,Baileys Salted Caramel,750mL,3960,DIAGEO NORTH AMERICA INC   ,9904,2024-04-22,2024-04-28,2024-05-07,2024-06-14,13.86,12,166.32,1
30_CULCHETH_8670,30,8670,Arrow Coffee Brandy,1.75L,8352,LUXCO INC                  ,12817,2024-10-28,2024-10-31,2024-11-09,2024-12-21,7.85,6,47.1,1
56_BEGGAR'S HOLE_5148,56,5148,St Brendans Irish Cream,1.75L,8352,LUXCO INC                  ,12961,2024-11-07,2024-11-17,2024-11-25,2024-12-30,14.17,6,85.02,1
60_IRRAGIN_14342,60,14342,Cupcake Pnt Nr,750mL,9815,WINE GROUP INC             ,13353,2024-12-04,2024-12-12,2024-12-23,2025-01-21,4.6,12,55.2,2
78_EASTHAVEN_16262,78,16262,The Dreaming Tree Crush Red,750mL,1392,CONSTELLATION BRANDS INC   ,12792,2024-10-27,2024-11-03,2024-11-08,2024-12-16,7.18,12,86.16,2
22_SHARNWICK_3878,22,3878,Smirnoff 80 Proof,750mL,3960,DIAGEO NORTH AMERICA INC   ,9451,2024-03-22,2024-03-31,2024-04-06,2024-05-10,7.96,12,95.52,1
38_GOULCREST_18583,38,18583,Heidsieck Monopole Gold Top,750mL,1601,VRANKEN AMERICA            ,12948,2024-11-06,2024-11-18,2024-11-29,2025-01-02,31.29,6,187.74,2
73_DONCASTER_5137,73,5137,Irish Manor Irish Cream,750mL,4380,CHARLES JACQUIN ET CIE INC ,8842,2024-02-09,2024-02-15,2024-02-24,2024-04-04,6.61,4,26.44,1
67_EANVERNESS_5365,67,5365,Kahlua,750mL,17035,PERNOD RICARD USA          ,8609,2024-01-24,2024-02-04,2024-02-08,2024-03-17,14.84,11,163.24,1
37_PAETHSMOUTH_8218,37,8218,Camarena Reposado Tequila,1.75L,3252,E & J GALLO WINERY         ,8438,2024-01-12,2024-01-22,2024-01-25,2024-03-12,23.87,6,143.22,1
49_GARIGILL_5145,49,5145,Malibu Island Spiced Rum,750mL,17035,PERNOD RICARD USA          ,8609,2024-01-24,2024-02-02,2024-02-08,2024-03-17,9.12,2,18.24,1
1_HARDERSFIELD_3423,1,3423,Beefeater,1.75L,17035,PERNOD RICARD USA          ,11250,2024-07-18,2024-07-29,2024-08-08,2024-09-08,21.25,6,127.5,1
76_DONCASTER_4282,76,4282,Capt Morgan White Pineapple,750mL,3960,DIAGEO NORTH AMERICA INC   ,9904,2024-04-22,2024-04-27,2024-05-07,2024-06-14,9.69,12,116.28,1
58_HARTLEPOOL_3802,58,3802,Three Olives Vodka,1.75L,7245,PROXIMO SPIRITS INC.       ,12159,2024-09-18,2024-09-29,2024-10-10,2024-11-11,13.43,7,94.01,1
38_GOULCREST_44944,38,44944,Sanford Santa Rita Pnt Nr,750mL,4425,MARTIGNETTI COMPANIES,12711,2024-10-21,2024-10-25,2024-11-06,2024-12-08,14.93,72,1074.96,2
76_DONCASTER_26985,76,26985,Pierre Andre Bourgogne Chard,750mL,10754,PERFECTA WINES             ,11825,2024-08-26,2024-09-02,2024-09-11,2024-10-17,9.73,36,350.28,2
73_DONCASTER_6411,73,6411,Avion Reposado Tequila,750mL,17035,PERNOD RICARD USA          ,10179,2024-05-11,2024-05-20,2024-05-28,2024-06-30,34.07,1,34.07,1
73_DONCASTER_1375,73,1375,Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,11705,2024-08-18,2024-08-25,2024-09-04,2024-10-16,11.5,11,126.5,1
6_GOULCREST_6660,6,6660,Carlo Rossi Paisano Calif,4L,3252,E & J GALLO WINERY         ,10084,2024-05-05,2024-05-11,2024-05-16,2024-06-29,10.27,4,41.08,2
34_PITMERDEN_31186,34,31186,Almaden Merlot Cal B/B,5L,9815,WINE GROUP INC             ,8876,2024-02-10,2024-02-19,2024-02-23,2024-04-05,10.8,1,10.8,2
15_WANBORNE_6349,15,6349,Glen Ellen Chard RSV,1.5L,9815,WINE GROUP INC             ,12987,2024-11-08,2024-11-17,2024-11-23,2024-12-28,4.63,1,4.63,2
6_GOULCREST_12697,6,12697,Tapiz Malbec Mendoza,750mL,653,STATE WINE & SPIRITS   ,12121,2024-09-15,2024-09-21,2024-09-30,2024-11-02,7.79,10,77.9,2
66_EANVERNESS_3637,66,3637,Zhenka Vodka Plastic,750mL,9552,M S WALKER INC             ,11287,2024-07-20,2024-07-27,2024-08-03,2024-09-16,3.89,12,46.68,1
79_BALLYMENA_24335,79,24335,Gran Passione Gavi,750mL,90024,VINILANDIA USA             ,13606,2024-12-20,2024-12-26,2025-01-08,2025-02-19,7.99,12,95.88,2
25_CAERSHIRE_1366,25,1366,Red Stag by Jim Beam,50mL,12546,JIM BEAM BRANDS COMPANY    ,8503,2024-01-17,2024-01-27,2024-02-02,2024-03-08,0.93,9,8.37,1
34_PITMERDEN_39256,34,39256,Schmitt Sohne Relax Mosel,750mL,9552,M S WALKER INC             ,9323,2024-03-13,2024-03-21,2024-04-02,2024-05-12,5.16,12,61.92,2
56_BEGGAR'S HOLE_2760,56,2760,Jack Daniels Tennessee Honey,1.75L,1128,BROWN-FORMAN CORP          ,12501,2024-10-07,2024-10-11,2024-10-20,2024-11-25,28.02,5,140.1,1
32_MOUNTMEND_27042,32,27042,Luna di Luna Chard/Pnt Grigo,750mL,9552,M S WALKER INC             ,10488,2024-06-01,2024-06-08,2024-06-20,2024-07-20,6.53,12,78.36,2
2_ASHBORNE_8462,2,8462,Frangelico Hazelnut Liqueur,750mL,11567,CAMPARI AMERICA            ,12584,2024-10-13,2024-10-20,2024-10-26,2024-12-11,15.82,12,189.84,1
32_MOUNTMEND_1375,32,1375,Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,9907,2024-04-22,2024-04-29,2024-05-04,2024-06-17,11.5,10,115.0,1
15_WANBORNE_3502,15,3502,Pinnacle Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,11755,2024-08-22,2024-09-01,2024-09-10,2024-10-13,8.14,10,81.4,1
35_HALIVAARA_36770,35,36770,Yellow Tail Cab Svgn Ausl,1.5L,4425,MARTIGNETTI COMPANIES,9350,2024-03-15,2024-03-24,2024-04-01,2024-05-01,6.13,5,30.65,2
32_MOUNTMEND_3512,32,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,11549,2024-08-08,2024-08-19,2024-08-24,2024-09-22,11.76,1,11.76,1
44_PORTHCRAWL_4261,44,4261,Capt Morgan Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11191,2024-07-14,2024-07-21,2024-08-01,2024-09-07,16.17,5,80.85,1
20_BREDWARDINE_8082,20,8082,Baileys Irish Cream,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11794,2024-08-24,2024-08-29,2024-09-09,2024-10-06,21.73,6,130.38,1
34_PITMERDEN_44337,34,44337,Irony Cab Svgn,750mL,2242,DELICATO VINEYARDS INC     ,12334,2024-09-26,2024-10-06,2024-10-15,2024-11-25,8.44,12,101.28,2
67_EANVERNESS_4682,67,4682,Courvoisier VSOP Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,12844,2024-10-31,2024-11-07,2024-11-19,2024-12-21,26.92,12,323.04,1
60_IRRAGIN_44511,60,44511,MacMurray Ranch C Cst Pnt Nr,750mL,3252,E & J GALLO WINERY         ,12812,2024-10-28,2024-11-01,2024-11-11,2024-12-17,9.49,10,94.9,2
60_IRRAGIN_10723,60,10723,R M Woodbridge Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8781,2024-02-04,2024-02-08,2024-02-19,2024-03-28,6.2,12,74.4,2
68_SOLARIS_1239,68,1239,Booker's Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,11099,2024-07-07,2024-07-11,2024-07-19,2024-08-31,39.99,6,239.94,1
6_GOULCREST_3693,6,3693,Smirnoff Ruby Red Grapefruit,750mL,3960,DIAGEO NORTH AMERICA INC   ,8966,2024-02-17,2024-02-24,2024-03-07,2024-04-11,8.72,12,104.64,1
50_MOUNTMEND_14701,50,14701,Cupcake Red Velvet,750mL,9815,WINE GROUP INC             ,13267,2024-11-28,2024-12-06,2024-12-15,2025-01-20,4.57,11,50.27,2
30_CULCHETH_42874,30,42874,Decoy by Duckhorn Red Sonoma,750mL,4425,MARTIGNETTI COMPANIES,12848,2024-10-31,2024-11-07,2024-11-20,2024-12-21,11.38,24,273.12,2
39_EASTHALLOW_28681,39,28681,F Coppola Rosso Bianco Rosso,750mL,2000,SOUTHERN WINE & SPIRITS NE ,8450,2024-01-12,2024-01-21,2024-01-31,2024-03-08,5.95,12,71.4,2
71_CLARCTON_3041,71,3041,Zhenka Pink Lemonade Vodka,1.75L,9552,M S WALKER INC             ,10572,2024-06-07,2024-06-16,2024-06-27,2024-07-26,5.83,6,34.98,1
57_LANTEGLOS_42881,57,42881,La Bastarda Pnt Gr Sicily,750mL,10754,PERFECTA WINES             ,12608,2024-10-14,2024-10-17,2024-10-28,2024-12-11,3.92,12,47.04,2
66_EANVERNESS_13940,66,13940,Black Box Malbec,3L,1392,CONSTELLATION BRANDS INC   ,10736,2024-06-19,2024-06-29,2024-07-08,2024-08-20,10.45,4,41.8,2
73_DONCASTER_27854,73,27854,F Coppola Black Label Claret,750mL,2000,SOUTHERN WINE & SPIRITS NE ,8735,2024-02-01,2024-02-08,2024-02-19,2024-04-01,10.2,7,71.4,2
30_CULCHETH_8474,30,8474,1800 Reposado Gold Tequila,1.75L,7245,PROXIMO SPIRITS INC.       ,8228,2023-12-28,2024-01-07,2024-01-11,2024-02-12,24.62,6,147.72,1
36_LEWES_31465,36,31465,Franzia Tap Chard,5L,9815,WINE GROUP INC             ,11243,2024-07-17,2024-07-28,2024-08-08,2024-09-06,10.38,4,41.52,2
69_MOUNTMEND_7265,69,7265,Taylor Fladgate LBV Port,750mL,4692,KOBRAND CORPORATION        ,13508,2024-12-14,2024-12-19,2025-01-01,2025-02-06,10.45,24,250.8,2
50_MOUNTMEND_3329,50,3329,Seagrams Extra Smooth Vodka,1.75L,9165,ULTRA BEVERAGE COMPANY LLP ,11969,2024-09-05,2024-09-16,2024-09-27,2024-10-21,10.84,8,86.72,1
41_LARNWICK_5505,41,5505,Pallini Limoncello Liqueur,750mL,1485,CASTLE BRANDS CORP.        ,12555,2024-10-11,2024-10-19,2024-10-26,2024-11-27,14.5,6,87.0,1
66_EANVERNESS_23307,66,23307,Ch St Sulpice,750mL,9744,FREDERICK WILDMAN & SONS   ,8551,2024-01-20,2024-01-26,2024-02-04,2024-03-06,6.62,12,79.44,2
66_EANVERNESS_41222,66,41222,C Krug Svgn Bl Napa,750mL,2000,SOUTHERN WINE & SPIRITS NE ,9078,2024-02-24,2024-03-01,2024-03-07,2024-04-24,10.32,12,123.84,2
22_SHARNWICK_24369,22,24369,Forefront Pine Ridge Znfdl,750mL,4425,MARTIGNETTI COMPANIES,9682,2024-04-06,2024-04-14,2024-04-21,2024-05-31,8.21,11,90.31,2
55_DRY GULCH_4243,55,4243,Bacardi Superior Rum,1.75L,480,BACARDI USA INC            ,11262,2024-07-19,2024-07-27,2024-08-02,2024-09-17,14.49,1,14.49,1
38_GOULCREST_14539,38,14539,Dom de Dionysos La Deveze,750mL,4425,MARTIGNETTI COMPANIES,13091,2024-11-16,2024-11-22,2024-12-05,2025-01-11,10.06,11,110.66,2
38_GOULCREST_8674,38,8674,Riunite Moscato,1.5L,516,BANFI PRODUCTS CORP        ,12181,2024-09-20,2024-09-27,2024-10-06,2024-11-10,5.22,6,31.32,2
34_PITMERDEN_8576,34,8576,E & J Brandy VS,375mL,3252,E & J GALLO WINERY         ,10781,2024-06-22,2024-06-28,2024-07-07,2024-08-08,3.67,18,66.06,1
44_PORTHCRAWL_31497,44,31497,Barefoot Svgn Bl Cal,1.5L,3252,E & J GALLO WINERY         ,10633,2024-06-12,2024-06-23,2024-07-03,2024-08-08,7.28,6,43.68,2
72_HARDERSFIELD_4359,72,4359,Mr Boston Light Rum,1.75L,660,SAZERAC NORTH AMERICA INC. ,10673,2024-06-14,2024-06-22,2024-07-05,2024-08-06,7.71,3,23.13,1
1_HARDERSFIELD_6918,1,6918,Franzia Tap Cab Svgn,5L,9815,WINE GROUP INC             ,9670,2024-04-05,2024-04-13,2024-04-22,2024-05-26,10.95,4,43.8,2
73_DONCASTER_8498,73,8498,R M Woodbridge Svgn Bl Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8781,2024-02-04,2024-02-08,2024-02-19,2024-03-28,5.84,5,29.2,2
23_ARBINGTON_2656,23,2656,Cutty Sark,1.75L,2561,EDRINGTON AMERICAS         ,13273,2024-11-29,2024-12-08,2024-12-15,2025-01-18,19.52,4,78.08,1
21_BALERNO_14930,21,14930,Yellow Tail Moscato,1.5L,4425,MARTIGNETTI COMPANIES,10573,2024-06-07,2024-06-14,2024-06-26,2024-07-28,5.93,6,35.58,2
72_HARDERSFIELD_2585,72,2585,Jameson Irish Whiskey,750mL,17035,PERNOD RICARD USA          ,8507,2024-01-17,2024-01-25,2024-02-06,2024-03-09,16.42,10,164.2,1
25_CAERSHIRE_20800,25,20800,Talamonti Moda Montepulciano,750mL,9552,M S WALKER INC             ,11550,2024-08-08,2024-08-17,2024-08-29,2024-09-30,5.84,12,70.08,2
76_DONCASTER_6481,76,6481,Korbel Natural,750mL,1128,BROWN-FORMAN CORP          ,9390,2024-03-18,2024-03-23,2024-04-03,2024-05-02,10.13,15,151.95,2
2_ASHBORNE_11888,2,11888,Penfolds Koonunga Hills Shir,750mL,4425,MARTIGNETTI COMPANIES,9309,2024-03-11,2024-03-17,2024-03-22,2024-04-25,7.53,12,90.36,2
9_BLACKPOOL_8653,9,8653,M & R Extra Dry Vermouth,375mL,480,BACARDI USA INC            ,11067,2024-07-05,2024-07-13,2024-07-24,2024-08-24,3.53,24,84.72,2
69_MOUNTMEND_41546,69,41546,Monkey Bay Svgn Bl,750mL,1392,CONSTELLATION BRANDS INC   ,13645,2024-12-23,2024-12-28,2025-01-10,2025-02-02,5.51,12,66.12,2
56_BEGGAR'S HOLE_3102,56,3102,Smirnoff Traveler,1.75L,3960,DIAGEO NORTH AMERICA INC   ,13487,2024-12-13,2024-12-20,2024-12-29,2025-02-06,12.94,13,168.22,1
66_EANVERNESS_14280,66,14280,Cupcake Shiraz,750mL,9815,WINE GROUP INC             ,13526,2024-12-14,2024-12-19,2025-01-03,2025-02-03,4.96,12,59.52,2
30_CULCHETH_46830,30,46830,Pacific Rim Sweet Rsl,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,10751,2024-06-19,2024-06-30,2024-07-11,2024-08-18,5.91,12,70.92,2
18_FURNESS_8680,18,8680,Crown Royal,1.75L,3960,DIAGEO NORTH AMERICA INC   ,9766,2024-04-13,2024-04-22,2024-05-01,2024-06-02,28.88,5,144.4,1
19_WINTERVALE_6552,19,6552,Harveys Bristol Cream Sherry,1.5L,12546,JIM BEAM BRANDS COMPANY    ,9708,2024-04-08,2024-04-15,2024-04-20,2024-05-21,13.99,6,83.94,2
55_DRY GULCH_3344,55,3344,Bombay Sapphire Gin,750mL,480,BACARDI USA INC            ,10665,2024-06-14,2024-06-21,2024-07-04,2024-08-12,14.49,10,144.9,1
19_WINTERVALE_5033,19,5033,Fireball Cinnamon Whisky,Liter,8004,SAZERAC CO INC             ,13196,2024-11-23,2024-12-01,2024-12-05,2025-01-19,12.97,11,142.67,1
73_DONCASTER_26949,73,26949,Sonoma-Cutrer Chard RRV,750mL,1128,BROWN-FORMAN CORP          ,10971,2024-06-29,2024-07-05,2024-07-11,2024-08-11,15.53,12,186.36,2
15_WANBORNE_29169,15,29169,Franzia Tap Merlot,5L,9815,WINE GROUP INC             ,10376,2024-05-24,2024-05-31,2024-06-09,2024-07-11,10.88,6,65.28,2
30_CULCHETH_3489,30,3489,Tanqueray,1.75L,3960,DIAGEO NORTH AMERICA INC   ,10754,2024-06-20,2024-06-27,2024-07-10,2024-08-20,20.73,6,124.38,1
76_DONCASTER_23270,76,23270,Campo Viejo Gr Cava Brut Rsv,750mL,17035,PERNOD RICARD USA          ,8866,2024-02-10,2024-02-16,2024-02-26,2024-04-05,6.7,6,40.2,2
52_GRAYCOTT_19646,52,19646,JP Chenet Pnt Noir,750mL,7153,PINE STATE TRADING CO      ,10505,2024-06-02,2024-06-10,2024-06-18,2024-07-31,5.99,12,71.88,2
14_BROMWICH_2226,14,2226,Jim Beam Devils Cut,1.75L,12546,JIM BEAM BRANDS COMPANY    ,13557,2024-12-18,2024-12-28,2025-01-04,2025-02-17,27.6,6,165.6,1
69_MOUNTMEND_8273,69,8273,El Mayor Reposado Tequila,750mL,8352,LUXCO INC                  ,10025,2024-05-01,2024-05-11,2024-05-24,2024-06-27,17.05,5,85.25,1
32_MOUNTMEND_3276,32,3276,Gordons London Dry,1.75L,3960,DIAGEO NORTH AMERICA INC   ,12441,2024-10-03,2024-10-12,2024-10-25,2024-11-24,9.62,10,96.2,1
53_HILLFAR_6213,53,6213,Taylor Red Port,1.5L,1392,CONSTELLATION BRANDS INC   ,12457,2024-10-04,2024-10-12,2024-10-25,2024-11-28,5.51,6,33.06,2
74_PAENTMARWY_4315,74,4315,Rumson's Spiced Rum,750mL,7153,PINE STATE TRADING CO      ,9975,2024-04-27,2024-05-05,2024-05-09,2024-06-24,23.07,18,415.26,1
34_PITMERDEN_3667,34,3667,Boru Original Irish Vodka,1.75L,1485,CASTLE BRANDS CORP.        ,8690,2024-01-29,2024-02-05,2024-02-16,2024-03-24,13.13,24,315.12,1
75_BARNCOMBE_3894,75,3894,Zhenka Vodka 100 Proof,1.75L,9552,M S WALKER INC             ,11756,2024-08-22,2024-08-30,2024-09-13,2024-10-08,9.08,11,99.88,1
69_MOUNTMEND_32546,69,32546,Artesa Carneros Pnt Nr,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8513,2024-01-17,2024-01-29,2024-02-02,2024-03-13,12.58,11,138.38,2
65_LUTON_878,65,878,DeKuyper Green Creme de Ment,Liter,12546,JIM BEAM BRANDS COMPANY    ,13421,2024-12-08,2024-12-14,2024-12-24,2025-01-21,7.46,3,22.38,1
2_ASHBORNE_26181,2,26181,Jaume Serra Cristalino Brut,750mL,4425,MARTIGNETTI COMPANIES,8917,2024-02-14,2024-02-25,2024-02-29,2024-04-15,4.57,36,164.52,2
54_GUTHRAM_3427,54,3427,Stolichnaya Blueberi,1.75L,8664,"STOLI GROUP,(USA) LLC      ",8959,2024-02-16,2024-02-23,2024-03-05,2024-04-12,17.85,6,107.1,1
73_DONCASTER_12495,73,12495,Cupcake Malbec,750mL,9815,WINE GROUP INC             ,12551,2024-10-10,2024-10-20,2024-10-28,2024-12-05,4.66,24,111.84,2
38_GOULCREST_39087,38,39087,Corbett Canyon Pnt Grigio,3L,9815,WINE GROUP INC             ,9599,2024-03-31,2024-04-05,2024-04-13,2024-05-26,6.66,6,39.96,2
69_MOUNTMEND_21561,69,21561,Talley Vyds Chard,750mL,4425,MARTIGNETTI COMPANIES,10438,2024-05-29,2024-06-07,2024-06-17,2024-07-31,14.86,10,148.6,2
34_PITMERDEN_26426,34,26426,Pommery Brut Royale,750mL,1601,VRANKEN AMERICA            ,13203,2024-11-23,2024-12-02,2024-12-09,2025-01-21,19.6,36,705.6,2
66_EANVERNESS_2258,66,2258,Dewars Special Reserve 12 Yr,375mL,480,BACARDI USA INC            ,8877,2024-02-11,2024-02-15,2024-03-01,2024-04-08,9.77,10,97.7,1
34_PITMERDEN_6157,34,6157,Kinky Blue Liqueur,375mL,7153,PINE STATE TRADING CO      ,10959,2024-06-28,2024-07-09,2024-07-12,2024-08-16,6.01,9,54.09,1
45_VERITAS_5298,45,5298,Southern Comfort 100 Proof,750mL,1128,BROWN-FORMAN CORP          ,9672,2024-04-06,2024-04-13,2024-04-18,2024-06-01,12.77,12,153.24,1
7_STANMORE_26383,7,26383,Buehler Chard RRV,750mL,4425,MARTIGNETTI COMPANIES,8529,2024-01-18,2024-01-29,2024-02-09,2024-03-05,7.89,24,189.36,2
18_FURNESS_6570,18,6570,Kendall Jackson Chard Vt RSV,750mL,10000,MAJESTIC FINE WINES        ,10452,2024-05-30,2024-06-10,2024-06-19,2024-07-17,6.77,11,74.47,2
35_HALIVAARA_26530,35,26530,Corbett Canyon Merlot,1.5L,9815,WINE GROUP INC             ,8455,2024-01-12,2024-01-19,2024-01-27,2024-03-12,4.72,5,23.6,2
23_ARBINGTON_35319,23,35319,Jewell Towne Rsl NH,750mL,17032,JEWELL TOWNE VINEYARDS     ,10131,2024-05-09,2024-05-20,2024-05-27,2024-07-04,9.66,1,9.66,2
10_HORNSEY_5735,10,5735,Malibu Rum,750mL,17035,PERNOD RICARD USA          ,9339,2024-03-14,2024-03-25,2024-04-01,2024-05-15,9.29,6,55.74,1
